,id,title,genres_list,director,vote_average
283,18487,The Taking of Pelham 1 2 3,"['Thriller', 'Drama', 'Crime']",Tony Scott,6.2
284,39451,Little Fockers,"['Comedy', 'Romance']",Paul Weitz,5.4
285,27581,The Other Guys,"['Action', 'Comedy', 'Crime']",Adam McKay,6.1
286,9268,Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",Chuck Russell,5.6
287,68718,Django Unchained,"['Drama', 'Western']",Quentin Tarantino,7.8
288,10545,The Hunchback of Notre Dame,"['Drama', 'Animation', 'Family']",Gary Trousdale,6.8
289,11688,The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Mark Dindal,7.2
290,76163,The Expendables 2,"['Action', 'Adventure', 'Thriller']",Simon West,6.1
291,2059,National Treasure,"['Adventure', 'Action', 'Thriller', 'Mystery']",Jon Turteltaub,6.4
292,2486,Eragon,"['Fantasy', 'Action', 'Adventure', 'Family']",Stefen Fangmeier,4.9
293,16523,Where the Wild Things Are,"['Family', 'Fantasy']",Spike Jonze,6.4
294,116711,Epic,"['Animation', 'Adventure', 'Family', 'Fantasy']",Chris Wedge,6.4
295,37710,The Tourist,"['Action', 'Thriller', 'Romance']",Florian Henckel von Donnersmarck,6.0
296,9946,End of Days,"['Action', 'Fantasy', 'Horror', 'Mystery']",Peter Hyams,5.5
297,1372,Blood Diamond,"['Drama', 'Thriller', 'Action']",Edward Zwick,7.3
298,106646,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']",Martin Scorsese,7.9
299,414,Batman Forever,"['Action', 'Crime', 'Fantasy']",Joel Schumacher,5.2
300,563,Starship Troopers,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Paul Verhoeven,6.7
301,83542,Cloud Atlas,"['Drama', 'Science Fiction']",Tom Tykwer,6.6
302,41216,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']",Zack Snyder,6.5
303,314,Catwoman,"['Action', 'Crime']",Pitof,4.2
304,184315,Hercules,"['Action', 'Adventure']",Brett Ratner,5.6
305,9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",Ron Clements,7.2
306,18162,Land of the Lost,"['Adventure', 'Comedy', 'Science Fiction']",Brad Silberling,5.3
307,138103,The Expendables 3,"['Action', 'Adventure', 'Thriller']",Patrick Hughes,6.1
308,257088,Point Break,"['Action', 'Crime', 'Thriller']",Ericson Core,5.5
309,10214,Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']",Lawrence Guterman,3.6
310,205775,In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",Ron Howard,6.5
311,11692,The Adventures of Pluto Nash,"['Action', 'Comedy', 'Science Fiction']",Ron Underwood,4.4
312,22972,Green Zone,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",Paul Greengrass,6.4
313,227973,The Peanuts Movie,['Animation'],Steve Martino,6.5
314,29193,The Spanish Prisoner,"['Crime', 'Drama', 'Mystery', 'Thriller']",David Mamet,7.1
315,1734,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']",Stephen Sommers,6.0
316,3131,Gangs of New York,"['Drama', 'History', 'Crime']",Martin Scorsese,7.1
317,76758,The Flowers of War,"['Drama', 'History', 'War']",Zhang Yimou,7.1
318,9408,Surf's Up,"['Animation', 'Comedy', 'Family']",Ash Brannon,5.9
319,9890,The Stepford Wives,"['Action', 'Comedy', 'Science Fiction']",Frank Oz,5.4
320,855,Black Hawk Down,"['Action', 'History', 'War']",Ridley Scott,7.2
321,77953,The Campaign,['Comedy'],Jay Roach,5.6
322,18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Luc Besson,7.3
323,37786,Sex and the City 2,"['Comedy', 'Drama', 'Romance']",Michael Patrick King,5.4
324,10501,The Road to El Dorado,"['Adventure', 'Animation', 'Comedy', 'Family']",Don Michael Paul,7.0
325,57800,Ice Age: Continental Drift,"['Animation', 'Comedy', 'Adventure', 'Family']",Steve Martino,6.2
326,150689,Cinderella,"['Romance', 'Fantasy', 'Family', 'Drama']",Kenneth Branagh,6.7
327,7980,The Lovely Bones,"['Fantasy', 'Drama']",Peter Jackson,6.6
328,12,Finding Nemo,"['Animation', 'Family']",Andrew Stanton,7.6
329,122,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,8.1
330,121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,8.0
331,68737,Seventh Son,"['Adventure', 'Fantasy']",Sergei Bodrov,5.2
332,1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Simon West,5.7
333,157353,Transcendence,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",Wally Pfister,5.9
334,331,Jurassic Park III,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Joe Johnston,5.7
335,61791,Rise of the Planet of the Apes,"['Thriller', 'Action', 'Drama', 'Science Fiction']",Rupert Wyatt,7.0
336,8204,The Spiderwick Chronicles,"['Adventure', 'Family', 'Fantasy']",Mark Waters,6.3
337,47964,A Good Day to Die Hard,"['Action', 'Thriller']",John Moore,5.2
338,10733,The Alamo,"['Western', 'History', 'War']",John Lee Hancock,5.8
339,9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",Brad Bird,7.4
340,1408,Cutthroat Island,"['Action', 'Adventure']",Renny Harlin,5.7
341,32657,Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']",Chris Columbus,6.0
342,607,Men in Black,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Barry Sonnenfeld,6.9
343,863,Toy Story 2,"['Animation', 'Comedy', 'Family']",John Lasseter,7.3
344,44048,Unstoppable,"['Action', 'Thriller']",Tony Scott,6.3
345,5175,Rush Hour 2,"['Action', 'Comedy', 'Crime', 'Thriller']",Brett Ratner,6.4
346,2655,What Lies Beneath,"['Drama', 'Horror', 'Mystery', 'Thriller']",Robert Zemeckis,6.3
347,22794,Cloudy with a Chance of Meatballs,"['Animation', 'Comedy', 'Family']",Phil Lord,6.5
348,8355,Ice Age: Dawn of the Dinosaurs,"['Animation', 'Comedy', 'Family', 'Adventure']",Carlos Saldanha,6.5
349,116745,The Secret Life of Walter Mitty,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",Ben Stiller,7.0
350,4327,Charlie's Angels,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",McG,5.6
351,1422,The Departed,"['Drama', 'Thriller', 'Crime']",Martin Scorsese,7.9
352,10674,Mulan,"['Animation', 'Family', 'Adventure']",Tony Bancroft,7.6
353,7446,Tropic Thunder,"['Action', 'Comedy']",Ben Stiller,6.5
354,65754,The Girl with the Dragon Tattoo,"['Thriller', 'Crime', 'Mystery', 'Drama']",David Fincher,7.2
355,1572,Die Hard: With a Vengeance,"['Action', 'Thriller']",John McTiernan,6.9
356,10528,Sherlock Holmes,"['Action', 'Adventure', 'Crime', 'Mystery']",Guy Ritchie,7.0
357,271969,Ben-Hur,['Drama'],Timur Bekmambetov,5.3
358,10865,Atlantis: The Lost Empire,"['Animation', 'Family', 'Adventure', 'Science Fiction']",Gary Trousdale,6.7
359,258509,Alvin and the Chipmunks: The Road Chip,"['Adventure', 'Animation', 'Comedy', 'Family']",Walt Becker,5.8
360,2253,Valkyrie,"['Drama', 'Thriller', 'History', 'War']",Bryan Singer,6.7
361,10661,You Don't Mess with the Zohan,"['Comedy', 'Action']",Dennis Dugan,5.5
362,257344,Pixels,"['Action', 'Comedy', 'Science Fiction']",Chris Columbus,5.6
363,644,A.I. Artificial Intelligence,"['Drama', 'Science Fiction', 'Adventure']",Steven Spielberg,6.8
364,10756,The Haunted Mansion,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",Rob Minkoff,5.2
365,686,Contact,"['Drama', 'Science Fiction', 'Mystery']",Robert Zemeckis,7.2
366,9383,Hollow Man,"['Action', 'Science Fiction', 'Thriller']",Paul Verhoeven,5.6
367,179,The Interpreter,"['Crime', 'Thriller']",Sydney Pollack,6.2
368,76285,Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy']",Thor Freudenthal,5.9
369,1996,Lara Croft Tomb Raider: The Cradle of Life,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Jan de Bont,5.5
370,291805,Now You See Me 2,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",Jon M. Chu,6.7
371,10003,The Saint,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",Phillip Noyce,5.9
372,1535,Spy Game,"['Action', 'Crime', 'Thriller']",Tony Scott,6.8
373,2067,Mission to Mars,['Science Fiction'],Brian De Palma,5.7
374,46195,Rio,"['Animation', 'Adventure', 'Comedy', 'Family']",Carlos Saldanha,6.5
375,2277,Bicentennial Man,"['Comedy', 'Science Fiction']",Chris Columbus,6.9
376,10357,Volcano,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Mick Jackson,5.2
377,4477,The Devil's Own,"['Crime', 'Thriller', 'Drama']",Alan J. Pakula,5.9
378,8665,K-19: The Widowmaker,"['Drama', 'History', 'Thriller']",Kathryn Bigelow,6.1
379,9387,Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",John Milius,6.6
380,921,Cinderella Man,"['Romance', 'Drama', 'History']",Ron Howard,7.3
381,49852,The Nutcracker: The Untold Story,"['Fantasy', 'Action', 'Family']",Andrei Konchalovsky,5.4
382,4464,Seabiscuit,"['Drama', 'History']",Gary Ross,6.7
383,664,Twister,"['Action', 'Adventure', 'Drama']",Jan de Bont,6.1
384,8358,Cast Away,"['Adventure', 'Drama']",Robert Zemeckis,7.5
385,9836,Happy Feet,"['Animation', 'Comedy']",George Miller,5.9
386,2502,The Bourne Supremacy,"['Action', 'Drama', 'Thriller']",Paul Greengrass,7.2
387,9772,Air Force One,"['Action', 'Thriller']",Wolfgang Petersen,6.2
388,161,Ocean's Eleven,"['Thriller', 'Crime']",Steven Soderbergh,7.2
389,52451,The Three Musketeers,"['Adventure', 'Action', 'Thriller']",Paul W.S. Anderson,5.6
390,76492,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']",Genndy Tartakovsky,6.8
391,4523,Enchanted,"['Comedy', 'Family', 'Fantasy', 'Romance']",Kevin Lima,6.6
392,59961,Safe House,"['Action', 'Thriller']",Daniel Espinosa,6.3
393,10481,102 Dalmatians,"['Comedy', 'Family']",Kevin Lima,5.1
394,59108,Tower Heist,"['Action', 'Comedy']",Brett Ratner,5.8
395,1581,The Holiday,"['Comedy', 'Romance']",Nancy Meyers,6.7
396,9798,Enemy of the State,"['Action', 'Drama', 'Thriller']",Tony Scott,6.7
397,22897,It's Complicated,"['Comedy', 'Romance']",Nancy Meyers,6.2
398,298,Ocean's Thirteen,"['Crime', 'Thriller']",Steven Soderbergh,6.5
399,7484,Open Season,"['Adventure', 'Animation', 'Family']",Jill Culton,6.1
400,157350,Divergent,"['Adventure', 'Action', 'Science Fiction']",Neil Burger,6.9
401,853,Enemy at the Gates,['War'],Jean-Jacques Annaud,7.2
402,10159,The Rundown,"['Adventure', 'Action', 'Comedy', 'Thriller']",Peter Berg,6.4
403,9593,Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",John McTiernan,6.1
404,1904,Memoirs of a Geisha,"['Drama', 'History', 'Romance']",Rob Marshall,7.3
405,9615,The Fast and the Furious: Tokyo Drift,"['Action', 'Crime', 'Drama', 'Thriller']",Justin Lin,6.1
406,51052,Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']",Barry Cook,6.7
407,297,Meet Joe Black,"['Fantasy', 'Drama', 'Mystery']",Martin Brest,6.9
408,9884,Collateral Damage,"['Action', 'Thriller', 'Drama']",Andrew Davis,5.5
409,16858,All That Jazz,"['Drama', 'Music']",Bob Fosse,7.3
410,62764,Mirror Mirror,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",Tarsem Singh,5.5
411,22538,Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']",Edgar Wright,7.2
412,9341,The Core,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",Jon Amiel,5.4
413,12107,Nutty Professor II: The Klumps,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",Peter Segal,4.7
414,9637,Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']",Raja Gosnell,5.4
415,49049,Dredd,"['Action', 'Science Fiction']",Pete Travis,6.6
416,9339,Click,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Frank Coraci,6.0
417,16281,Creepshow,"['Horror', 'Comedy', 'Fantasy']",George A. Romero,6.7
418,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,"['Comedy', 'Family']",Brad Peyton,4.9
419,8247,Jumper,"['Adventure', 'Fantasy', 'Science Fiction']",Doug Liman,5.9
420,11253,Hellboy II: The Golden Army,"['Adventure', 'Fantasy', 'Science Fiction']",Guillermo del Toro,6.5
421,1949,Zodiac,"['Crime', 'Drama', 'Mystery', 'Thriller']",David Fincher,7.3
422,8452,The 6th Day,['Science Fiction'],Roger Spottiswoode,5.7
423,310,Bruce Almighty,"['Fantasy', 'Comedy']",Tom Shadyac,6.4
424,27578,The Expendables,"['Thriller', 'Adventure', 'Action']",Sylvester Stallone,6.0
425,954,Mission: Impossible,"['Adventure', 'Action', 'Thriller']",Brian De Palma,6.7
426,70160,The Hunger Games,"['Science Fiction', 'Adventure', 'Fantasy']",Gary Ross,6.9
427,45243,The Hangover Part II,['Comedy'],Todd Phillips,6.2
428,364,Batman Returns,"['Action', 'Fantasy']",Tim Burton,6.6
429,7518,Over the Hedge,"['Comedy', 'Animation', 'Family']",Karey Kirkpatrick,6.3
430,11544,Lilo & Stitch,"['Animation', 'Family']",Chris Sanders,7.1
431,9986,Charlotte's Web,"['Comedy', 'Family', 'Fantasy']",Gary Winick,5.8
432,8656,Deep Impact,"['Action', 'Drama', 'Romance']",Mimi Leder,5.9
433,146216,RED 2,"['Action', 'Comedy', 'Crime', 'Thriller']",Dean Parisot,6.4
434,9291,The Longest Yard,"['Comedy', 'Drama']",Peter Segal,6.2
435,55301,Alvin and the Chipmunks: Chipwrecked,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",Mike Mitchell,5.4
436,109418,Grown Ups 2,['Comedy'],Dennis Dugan,5.8
437,11665,Get Smart,"['Action', 'Comedy', 'Thriller']",Peter Segal,6.0
438,6964,Something's Gotta Give,"['Drama', 'Comedy', 'Romance']",Nancy Meyers,6.3
439,11324,Shutter Island,"['Drama', 'Thriller', 'Mystery']",Martin Scorsese,7.8
440,12193,Four Christmases,"['Comedy', 'Romance', 'Drama']",Seth Gordon,5.3
441,9928,Robots,"['Animation', 'Comedy', 'Family', 'Science Fiction']",Chris Wedge,6.0
442,754,Face/Off,"['Action', 'Crime', 'Science Fiction', 'Thriller']",John Woo,6.8
443,10202,Bedtime Stories,"['Fantasy', 'Comedy', 'Family', 'Romance']",Adam Shankman,5.9
444,4147,Road to Perdition,"['Thriller', 'Crime', 'Drama']",Sam Mendes,7.3
445,50546,Just Go with It,"['Romance', 'Comedy']",Dennis Dugan,6.3
446,1701,Con Air,"['Action', 'Thriller', 'Crime']",Simon West,6.5
447,13027,Eagle Eye,"['Mystery', 'Thriller', 'Action']",D.J. Caruso,6.3
448,2289,Cold Mountain,['Drama'],Anthony Minghella,6.7
449,20504,The Book of Eli,"['Action', 'Thriller', 'Science Fiction']",Albert Hughes,6.6
450,9574,Flubber,"['Comedy', 'Family', 'Science Fiction']",Les Mayfield,5.3
451,11618,The Haunting,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",Jan de Bont,5.2
452,2300,Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Joe Pytka,6.5
453,12096,The Pink Panther,"['Action', 'Comedy', 'Crime', 'Mystery', 'Family']",Shawn Levy,5.6
454,10200,The Day the Earth Stood Still,"['Drama', 'Science Fiction', 'Thriller']",Scott Derrickson,5.2
455,8834,Conspiracy Theory,"['Action', 'Drama', 'Mystery', 'Thriller']",Richard Donner,6.5
456,228150,Fury,"['War', 'Drama', 'Action']",David Ayer,7.4
457,6068,Six Days Seven Nights,"['Action', 'Adventure', 'Comedy', 'Romance']",Ivan Reitman,5.6
458,41515,Yogi Bear,"['Comedy', 'Family', 'Animation', 'Adventure']",Eric Brevig,5.2
459,9023,Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",Kelly Asbury,7.4
460,38317,Zookeeper,"['Comedy', 'Romance', 'Family']",Frank Coraci,5.3
461,2157,Lost in Space,"['Adventure', 'Family', 'Science Fiction']",Stephen Hopkins,5.0
462,14462,The Manchurian Candidate,"['Drama', 'Thriller', 'Mystery']",Jonathan Demme,6.2
463,161795,Déjà Vu,"['Romance', 'Drama']",Henry Jaglom,8.0
464,159824,Hotel Transylvania 2,"['Animation', 'Comedy', 'Family']",Genndy Tartakovsky,6.7
465,49948,Fantasia 2000,"['Animation', 'Family', 'Music']",James Algar,7.0
466,2135,The Time Machine,"['Science Fiction', 'Adventure', 'Action']",Simon Wells,5.8
467,9822,Mighty Joe Young,"['Action', 'Adventure', 'Family', 'Fantasy']",Ron Underwood,5.9
468,9705,Swordfish,"['Action', 'Crime', 'Thriller']",Dominic Sena,6.1
469,1656,The Legend of Zorro,"['Action', 'Adventure']",Martin Campbell,5.9
470,12159,What Dreams May Come,"['Drama', 'Fantasy', 'Romance']",Vincent Ward,6.8
471,9678,Little Nicky,"['Comedy', 'Fantasy', 'Romance']",Steven Brill,5.2
472,4442,The Brothers Grimm,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",Terry Gilliam,5.6
473,75,Mars Attacks!,"['Comedy', 'Fantasy', 'Science Fiction']",Tim Burton,6.1
474,330770,Evolution,"['Mystery', 'Drama', 'Horror']",Lucile Hadzihalilovic,6.4
475,9433,The Edge,"['Action', 'Adventure', 'Drama']",Lee Tamahori,6.7
476,19959,Surrogates,"['Action', 'Science Fiction', 'Thriller']",Jonathan Mostow,5.9
477,11973,Thirteen Days,"['Drama', 'Thriller']",Roger Donaldson,6.9
478,11228,Daylight,"['Action', 'Adventure', 'Thriller']",Rob Cohen,5.8
479,77951,Walking With Dinosaurs,"['Animation', 'Family', 'Adventure']",Barry Cook,5.2
480,5491,Battlefield Earth,"['Action', 'Science Fiction', 'War']",Roger Christian,3.0
481,10715,Looney Tunes: Back in Action,"['Animation', 'Comedy', 'Family']",Joe Dante,5.6
482,10197,Nine,"['Drama', 'Music', 'Romance']",Rob Marshall,5.1
483,9562,Timeline,"['Action', 'Adventure', 'Science Fiction']",Richard Donner,5.4
484,9922,The Postman,"['Drama', 'Adventure']",Kevin Costner,6.1
485,9447,Babe: Pig in the City,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",George Miller,5.2
486,274854,The Last Witch Hunter,"['Fantasy', 'Action', 'Adventure']",Breck Eisner,5.7
487,8870,Red Planet,"['Thriller', 'Action', 'Science Fiction']",Antony Hoffman,5.4
488,9992,Arthur and the Invisibles,"['Adventure', 'Fantasy', 'Animation', 'Family']",Luc Besson,6.0
489,36970,Oceans,"['Documentary', 'Family']",Jacques Perrin,7.3
490,10077,A Sound of Thunder,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",Peter Hyams,4.8
491,76649,Pompeii,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",Paul W.S. Anderson,5.2
492,293644,Top Cat Begins,"['Comedy', 'Animation']",Andrés Couturier,5.3
493,453,A Beautiful Mind,"['Drama', 'Romance']",Ron Howard,7.7
494,8587,The Lion King,"['Family', 'Animation', 'Drama']",Roger Allers,8.0
495,72545,Journey 2: The Mysterious Island,"['Adventure', 'Action', 'Science Fiction']",Brad Peyton,5.8
496,109451,Cloudy with a Chance of Meatballs 2,"['Animation', 'Family', 'Comedy']",Cody Cameron,6.4
497,9533,Red Dragon,"['Crime', 'Thriller', 'Horror']",Brett Ratner,6.7
498,2023,Hidalgo,"['Western', 'Adventure']",Joe Johnston,6.5
499,71880,Jack and Jill,['Comedy'],Dennis Dugan,4.1
500,584,2 Fast 2 Furious,"['Action', 'Crime', 'Thriller']",John Singleton,6.2
501,309809,The Little Prince,"['Adventure', 'Animation', 'Fantasy']",Mark Osborne,7.6
502,4858,The Invasion,"['Science Fiction', 'Thriller']",Oliver Hirschbiegel,5.7
503,17711,The Adventures of Rocky & Bullwinkle,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Des McAnuff,3.9
504,328111,The Secret Life of Pets,"['Animation', 'Family']",Chris Renaud,5.9
505,8698,The League of Extraordinary Gentlemen,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",Stephen Norrington,5.7
506,93456,Despicable Me 2,"['Animation', 'Comedy', 'Family']",Pierre Coffin,7.0
507,602,Independence Day,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,6.7
508,330,The Lost World: Jurassic Park,"['Adventure', 'Action', 'Science Fiction']",Steven Spielberg,6.2
509,953,Madagascar,"['Family', 'Animation']",Eric Darnell,6.6
510,9693,Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",Alfonso Cuarón,7.4
511,36657,X-Men,"['Adventure', 'Action', 'Science Fiction']",Bryan Singer,6.8
512,8909,Wanted,"['Action', 'Thriller', 'Crime']",Timur Bekmambetov,6.4
513,9802,The Rock,"['Action', 'Adventure', 'Thriller']",Michael Bay,6.9
514,950,Ice Age: The Meltdown,"['Animation', 'Family', 'Comedy', 'Adventure']",Carlos Saldanha,6.5
515,1824,50 First Dates,"['Comedy', 'Romance']",Peter Segal,6.6
516,2976,Hairspray,"['Family', 'Comedy', 'Music', 'Romance']",Adam Shankman,6.5
517,11026,Exorcist: The Beginning,"['Horror', 'Mystery', 'Thriller']",Renny Harlin,4.7
518,332,Inspector Gadget,"['Action', 'Adventure', 'Comedy', 'Family']",David Kellogg,4.3
519,75656,Now You See Me,"['Thriller', 'Crime']",Louis Leterrier,7.3
520,38365,Grown Ups,['Comedy'],Dennis Dugan,6.0
521,594,The Terminal,"['Comedy', 'Drama']",Steven Spielberg,7.0
522,15189,Hotel for Dogs,"['Comedy', 'Family']",Thor Freudenthal,5.7
523,11678,Vertical Limit,"['Action', 'Adventure', 'Thriller']",Martin Campbell,5.9
524,6538,Charlie Wilson's War,"['Comedy', 'Drama', 'History']",Mike Nichols,6.5
525,10555,Shark Tale,"['Animation', 'Action', 'Comedy', 'Family']",Vicky Jenson,5.8
526,1125,Dreamgirls,['Drama'],Bill Condon,6.6
